2019-01-25 16:28:12,-0.2327038,-0.98391742,0.24910373
2019-01-25 16:28:13,-0.23331418,-0.98483295,0.24910373
2019-01-25 16:28:14,-0.22965195,-0.98208637,0.24925632
2019-01-25 16:28:15,-0.23834972,-0.99017372,0.24902744
2019-01-25 16:28:16,-0.24231715,-0.99810848,0.2488748
2019-01-25 16:28:17,-0.24399564,-0.9965826,0.24902744
2019-01-25 16:28:18,-0.24201197,-0.9953619,0.2488748
2019-01-25 16:28:19,-0.2465897,-1.00055003,0.24879851
2019-01-25 16:28:20,-0.2496416,-1.00619602,0.2488748
2019-01-25 16:28:21,-0.25269343,-1.01184189,0.2488748
2019-01-25 16:28:22,-0.25086233,-1.00955295,0.2488748
2019-01-25 16:28:23,-0.25070972,-1.00711154,0.24872221
2019-01-25 16:28:24,-0.24781048,-1.00543296,0.24910373
2019-01-25 16:28:25,-0.25406675,-1.00711154,0.24910373
2019-01-25 16:28:26,-0.24536898,-1.00192332,0.24910373
2019-01-25 16:28:27,-0.24948897,-1.00146555,0.24902744
2019-01-25 16:28:28,-0.24704751,-1.00665378,0.24872221
2019-01-25 16:28:29,-0.24414823,-1.00116038,0.24910373
2019-01-25 16:28:30,-0.23865489,-0.99215745,0.24895114
2019-01-25 16:28:31,-0.23438231,-0.98712196,0.24872221
2019-01-25 16:28:32,-0.23499269,-0.98681678,0.24902744
2019-01-25 16:28:33,-0.23438231,-0.98437519,0.2488748
2019-01-25 16:28:34,-0.22919416,-0.98452777,0.24864592
2019-01-25 16:28:35,-0.22782084,-0.98193378,0.2488748
2019-01-25 16:28:36,-0.23010971,-0.98178119,0.24879851
2019-01-25 16:28:37,-0.22782084,-0.98040781,0.24895114
2019-01-25 16:28:38,-0.22782084,-0.98361225,0.2488748
2019-01-25 16:28:39,-0.23178825,-0.98086557,0.24872221
2019-01-25 16:28:40,-0.22248008,-0.97354116,0.24895114
2019-01-25 16:28:41,-0.22339565,-0.9743041,0.2488748
2019-01-25 16:28:42,-0.22537934,-0.97857666,0.24902744
2019-01-25 16:28:43,-0.22522675,-0.97781372,0.24879851
2019-01-25 16:28:44,-0.2221749,-0.97598257,0.2488748
2019-01-25 16:28:45,-0.21927566,-0.97247304,0.24895114
2019-01-25 16:28:46,-0.22171714,-0.97491445,0.24910373
2019-01-25 16:28:47,-0.22690527,-0.9755248,0.24902744
2019-01-25 16:28:48,-0.22949936,-0.97705078,0.2488748
2019-01-25 16:28:49,-0.22705788,-0.97979745,0.2488748
2019-01-25 16:28:50,-0.22995712,-0.98239154,0.2488748
2019-01-25 16:28:51,-0.23621342,-0.98956336,0.2488748
2019-01-25 16:28:52,-0.24018085,-0.99276781,0.24918003
2019-01-25 16:28:53,-0.23392453,-0.98834266,0.24879851
2019-01-25 16:28:54,-0.23209342,-0.98483295,0.24902744
2019-01-25 16:28:55,-0.22797343,-0.98132333,0.24910373
2019-01-25 16:28:56,-0.2327038,-0.98666419,0.2488748
2019-01-25 16:28:57,-0.23407714,-0.98452777,0.24879851
2019-01-25 16:28:58,-0.23651862,-0.98712196,0.24895114
2019-01-25 16:28:59,-0.23606083,-0.98880043,0.2488748
2019-01-25 16:29:00,-0.23728158,-0.98834266,0.24918003
2019-01-25 16:29:01,-0.233009,-0.98651161,0.24895114
2019-01-25 16:29:02,-0.23117787,-0.98590106,0.24895114
2019-01-25 16:29:03,-0.23041489,-0.9854433,0.24872221
2019-01-25 16:29:04,-0.22629489,-0.98040781,0.2488748
2019-01-25 16:29:05,-0.23041489,-0.98223896,0.24864592
2019-01-25 16:29:06,-0.23102526,-0.98559589,0.24879851
2019-01-25 16:29:07,-0.23728158,-0.99200487,0.2488748
2019-01-25 16:29:08,-0.23529789,-0.98819007,0.2488748
2019-01-25 16:29:09,-0.23422973,-0.98742713,0.2488748
2019-01-25 16:29:10,-0.23468751,-0.98635883,0.2488748
2019-01-25 16:29:11,-0.2348401,-0.98849525,0.24872221
2019-01-25 16:29:12,-0.23575565,-0.99353075,0.24910373
2019-01-25 16:29:13,-0.23987565,-0.99475154,0.24872221
2019-01-25 16:29:14,-0.23758676,-0.99383602,0.24879851
2019-01-25 16:29:15,-0.23285639,-0.98803749,0.24895114
2019-01-25 16:29:16,-0.24018085,-0.9953619,0.2488748
2019-01-25 16:29:17,-0.2410964,-0.99749813,0.24902744
2019-01-25 16:29:18,-0.24155416,-0.99795589,0.24879851
2019-01-25 16:29:19,-0.24369046,-1.00161814,0.2488748
2019-01-25 16:29:20,-0.24185938,-1.0036019,0.24902744
2019-01-25 16:29:21,-0.24094381,-1.0008552,0.24902744
2019-01-25 16:29:22,-0.23346676,-0.99002113,0.24895114
