Timestamp,Voltage,Temperature
2019-01-24 11:52:52,7,35
2019-01-24 11:52:53,7,35
2019-01-24 11:52:55,7,35
2019-01-24 11:52:57,5,34
2019-01-24 11:52:59,7,34
2019-01-24 11:53:00,6,33
2019-01-24 11:53:02,7,33
2019-01-24 11:53:03,5,33
2019-01-24 11:53:05,5,37
2019-01-24 11:53:07,6,34
